Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Genkai Tokki: Seven Pirates,PSV,2016,Role-Playing,Compile Heart,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Gekiatsu!! Pachi Game Tamashi Vol. 2: CR Evangelion - Shinjitsu no Tsubasa,PS3,2011,Misc,Unknown,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Parfait,PSV,2015,Adventure,TGL,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Mighty No. 9,WiiU,2016,Platform,Deep Silver,0.02,0.01,0.0,0.0,0.03,48.0,9,4.6,78,Inti Creates,Everyone 10+
Roadsters,PS,2000,Racing,Titus,0.02,0.01,0.0,0.0,0.03,,,,,Unknown,Unknown
Merv Griffin's Crosswords,DS,2008,Puzzle,ValuSoft,0.03,0.0,0.0,0.0,0.03,,,,,Unknown,Unknown
DeathSmiles II,X360,2010,Shooter,Cave,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
The Great Mystery Hidden Object Package 5,PC,2015,Adventure,Rondomedia,0.0,0.03,0.0,0.0,0.03,,,,,Unknown,Unknown
Kenka Bancho Otome,PSV,2016,Action,Screenlife,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Calcio Bit,GBA,2006,Sports,Nintendo,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Star Trek: The Game,PC,2013,Action,Namco Bandai Games,0.0,0.02,0.0,0.0,0.03,,,,,Unknown,Unknown
Whiteout,XB,2002,Racing,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03,58.0,4,,,Konami,Teen
Galaxy Angel II: Zettairyouiki no Tobira,PS2,2006,Strategy,Broccoli,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Kung Fu Panda: Legendary Warriors,DS,2008,Action,Activision,0.02,0.0,0.0,0.0,0.03,73.0,7,,,Artificial Mind and Movement,Everyone 10+
Hyakumanton no Bara Bara,PSP,2010,Strategy,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Superdimension Neptune vs Sega Hard Girls,PSV,2016,Role-Playing,Idea Factory International,0.0,0.02,0.0,0.01,0.03,73.0,16,8.4,12,Compile Heart,Teen
The Talos Principle,PS4,2015,Puzzle,Devolver Digital,0.0,0.02,0.0,0.0,0.03,88.0,31,8.4,124,Croteam,Everyone 10+
Hajime no Ippo: The Fighting,GBA,2002,Fighting,ESP,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Sokukoku no Kusabi: Hiiro no Kakera 3 Portable,PSP,2010,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Spectral Souls: Resurrection of the Ethereal Empires,PSP,2005,Role-Playing,Idea Factory,0.03,0.0,0.0,0.0,0.03,47.0,27,8.2,12,"Neverland, Idea Factory",Teen
Syberia II,XB,2004,Adventure,Ubisoft,0.02,0.01,0.0,0.0,0.03,71.0,7,8.7,6,Microids,Teen
Motor Trend presents Lotus Challenge,XB,2003,Racing,Xicat Interactive,0.02,0.01,0.0,0.0,0.03,61.0,9,,,Kuju Entertainment,Everyone
Braid,PC,2009,Platform,Number None,0.0,0.02,0.0,0.0,0.03,90.0,11,8.6,819,"Number None Inc., Knockout Games",Everyone 10+
Gudetama: Hanjuku de Tanomuwa,3DS,2015,Action,Rocket Company,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
LEGO Legends of Chima: Laval's Journey,DS,2013,Adventure,Unknown,0.0,0.03,0.0,0.0,0.03,,,,,TT Games,Everyone 10+
Bleach DS 4th: Flame Bringer,DS,2009,Action,Sega,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Syberia,PC,2002,Action,Microids,0.0,0.02,0.0,0.0,0.03,82.0,26,8.5,235,Microids,Teen
Pacific Liberator,Wii,2009,Action,Zoo Games,0.03,0.0,0.0,0.0,0.03,,,,,Team6 Game Studios,Teen
Tago Akira no Atama no Taisou Dai-2-Shuu: Ginga Oudan Nazotoki Adventure,DS,2009,Adventure,Level 5,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
The King of Fighters Portable '94~'98: Chapter of Orochi,PSP,2010,Fighting,SNK Playmore,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Puzzle Challenge: Crosswords and More!,Wii,2009,Puzzle,Crave Entertainment,0.03,0.0,0.0,0.0,0.03,,,,,Unknown,Unknown
Turn It Around,DS,2006,Action,505 Games,0.03,0.0,0.0,0.0,0.03,39.0,11,4.5,4,"Taito Corporation, 505 Games",Everyone
Nisenochigiri: Omoide no Saki e,PSP,2011,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Jack Keane,PC,2008,Adventure,Kalypso Media,0.0,0.02,0.0,0.0,0.03,69.0,25,7.0,21,Legacy Interactive,Teen
Girls Only,DS,2010,Simulation,Foreign Media Games,0.03,0.0,0.0,0.0,0.03,,,,,Unknown,Unknown
Monsters vs. Aliens,PC,2009,Action,Activision,0.01,0.01,0.0,0.0,0.03,63.0,8,6.2,5,Beenox,Everyone 10+
In Cold Blood,PS,2000,Adventure,Sony Computer Entertainment,0.02,0.01,0.0,0.0,0.03,,,,,Unknown,Unknown
Fireblade,GC,2002,Action,Midway Games,0.02,0.01,0.0,0.0,0.03,,,,,Kuju Entertainment,Teen
Kamigami no Asobi,PSP,2013,Adventure,Broccoli,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Harukanaru Toki no Naka de 6,PSV,2015,Action,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Kong: King of Atlantis,GBA,2005,Action,THQ,0.02,0.01,0.0,0.0,0.03,,,,,SkyRiver Studios,Everyone
Kidou Senshi V Gundam,SNES,1994,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki,DS,2005,Action,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Wrestle Angels: Survivor 2,PS2,2008,Fighting,Tryfirst,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Onechanbara Z Kagura,X360,2012,Action,D3Publisher,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Ride,PC,2015,Racing,Milestone S.r.l.,0.0,0.03,0.0,0.0,0.03,68.0,8,4.8,30,Milestone S.r.l,Everyone
The King of Fighters 02/03,XB,2005,Fighting,SNK Playmore,0.02,0.01,0.0,0.0,0.03,76.0,23,,,SNK,Teen
ESPN Winter X Games: Snowboarding 2002,XB,2002,Sports,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03,71.0,8,,,Konami,Teen
Mega Minis Volume 2,PSP,2011,Misc,Sony Computer Entertainment,0.0,0.02,0.0,0.01,0.03,,,,,Unknown,Unknown
Safari Adventures: Africa,DS,2008,Adventure,Neko Entertainment,0.03,0.0,0.0,0.0,0.03,,,,,Conspiracy Entertainment,Everyone
Tsuku Monogatari,PSP,2011,Adventure,FuRyu,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Vitamin Z,PS2,2009,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Kaitou Tenshi Twin Angel: Toki to Sekai no Meikyuu,PSP,2011,Adventure,Alchemist,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen,PSP,2010,Adventure,Yeti,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Battle vs. Chess,PC,,Misc,TopWare Interactive,0.0,0.02,0.0,0.0,0.03,69.0,5,5.9,12,Targem Games,Teen
Harukanaru Toki no Naka de 5: Kazahanaki,PSP,2012,Role-Playing,Ackkstudios,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
The Island of Dr. Frankenstein,Wii,2009,Adventure,Storm City Games,0.03,0.0,0.0,0.0,0.03,26.0,6,,,Storm City Games,Everyone
Tom and Jerry in War of the Whiskers,XB,,Fighting,Unknown,0.02,0.01,0.0,0.0,0.03,,,,,Unknown,Unknown
Nobunaga no Yabou DS 2,DS,2008,Strategy,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
The IdolM@ster: Gravure For You! Vol. 6,PS3,2012,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Metal Saga: Hagane no Kisetsu,DS,2006,Role-Playing,Success,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Animaniacs: The Great Edgar Hunt,GC,2005,Platform,Ignition Entertainment,0.02,0.01,0.0,0.0,0.03,65.0,14,,,Warthog,Everyone
SingStar Fussballhits,PS3,2010,Misc,Sony Computer Entertainment,0.0,0.02,0.0,0.01,0.03,,,,,Unknown,Unknown
Yahari Game Demo Ore no Seishun Love-Kome wa Machigatteiru. Zoku,PSV,2016,Adventure,5pb,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Dream Club Zero Portable,PSV,2011,Simulation,D3Publisher,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
LEGO Harry Potter: Years 1-4,PC,2010,Action,Warner Bros. Interactive Entertainment,0.02,0.01,0.0,0.0,0.03,79.0,15,7.9,55,Traveller's Tales,Everyone 10+
Samurai Warriors 2,PS3,2013,Action,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Bus Simulator 16,PC,2016,Simulation,Astragon,0.0,0.03,0.0,0.0,0.03,46.0,8,6.1,18,Still Alive Studios,Unknown
Mystery Trackers: The Void,PC,2011,Puzzle,Focus Home Interactive,0.0,0.02,0.0,0.0,0.03,,,,,Big Fish Games,Unknown
Diabolik Lovers: Lunatic Parade,PSV,2016,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Battle Arena Toshinden URA,SAT,1995,Fighting,Sega,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
The Croods: Prehistoric Party!,WiiU,2013,Misc,D3Publisher,0.01,0.01,0.0,0.0,0.03,,,,,Unknown,Unknown
Betty Boop's Double Shift,DS,2007,Puzzle,Zoo Digital Publishing,0.03,0.0,0.0,0.0,0.03,,,,,DSI Games,Everyone
Battle vs. Chess,X360,2011,Misc,TopWare Interactive,0.0,0.02,0.0,0.0,0.03,,,,,"Targem Games, TopWare Interactive",Teen
Biohazard: Revival Selection,X360,2011,Action,Capcom,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Cabela's Big Game Hunter: Pro Hunts,X360,2014,Shooter,Activision,0.02,0.0,0.0,0.0,0.03,,,7.3,4,Cauldron Ltd.,Teen
Labyrinth Cross Blood: Infinity,PSV,2013,Role-Playing,CyberFront,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Super Duper Sumos,GBA,,Action,Unknown,0.02,0.01,0.0,0.0,0.03,57.0,5,,,Handheld Games,Everyone
UK Truck Simulator,PC,2010,Simulation,Unknown,0.0,0.03,0.0,0.0,0.03,,,,,Unknown,Unknown
CID The Dummy,PSP,2009,Platform,Oxygen Interactive,0.02,0.0,0.0,0.0,0.03,41.0,6,,,Twelve Games,Everyone 10+
MechAssault: Phantom War,DS,2006,Simulation,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03,66.0,16,4.5,4,Backbone Entertainment,Teen
Loading Human,PS4,2016,Adventure,FuRyu Corporation,0.01,0.01,0.0,0.0,0.03,,,,,Unknown,Unknown
The Settlers II 10th Anniversary,PC,2006,Action,Ubisoft,0.0,0.02,0.0,0.0,0.03,,,,,Unknown,Unknown
The Last Guy,PS3,2009,Action,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03,77.0,33,6.9,30,SCE Japan Studio,Everyone 10+
Disney Sports Soccer,GBA,2002,Sports,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03,68.0,5,,,Konami,Everyone
Kangokutou Mary Skelter,PSV,2016,Role-Playing,Compile Heart,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
101-in-1 Sports Party Megamix,Wii,2010,Sports,Nordcurrent,0.02,0.0,0.0,0.0,0.03,41.0,7,,,Nordcurrent,Everyone 10+
Akane Iro ni Somaru Saka Parallel,PS2,2008,Adventure,GN Software,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder,PSP,2011,Adventure,Alchemist,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Monster Hunter Frontier Online: Forward 1,X360,2011,Role-Playing,Capcom,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
SingStar Chartbreaker,PS3,2009,Misc,Sony Computer Entertainment,0.0,0.02,0.0,0.01,0.03,,,,,Unknown,Unknown
Botanicula,PC,2012,Adventure,Daedalic Entertainment,0.0,0.02,0.0,0.0,0.03,82.0,38,8.3,341,Amanita Design,Unknown
D1 Professional Drift Grand Prix Series,PS2,2005,Racing,Yuke's,0.01,0.01,0.0,0.0,0.03,45.0,14,,,Yuke's,Everyone 10+
Max Payne,GBA,2003,Shooter,Take-Two Interactive,0.02,0.01,0.0,0.0,0.03,78.0,33,7.8,13,Mobius Entertainment,Mature
Timeshock! Pro Pinball,PS,1998,Misc,Empire Interactive,0.02,0.01,0.0,0.0,0.03,,,,,Unknown,Unknown
Little Bears,DS,2009,Simulation,RTL,0.03,0.0,0.0,0.0,0.03,,,,,B-Alive,Everyone
Starry ? Sky: In Winter,PSP,2011,Misc,Asgard,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Rush Hour,PS,1997,Misc,Psygnosis,0.02,0.01,0.0,0.0,0.03,,,,,Unknown,Unknown
Pro Cast Sports Fishing,XB,2003,Sports,Capcom,0.02,0.01,0.0,0.0,0.03,49.0,12,,,Capcom,Everyone
Gintama: Banji Oku Chuubu!,Wii,2007,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Pro Evolution Soccer 2012,3DS,2011,Action,Konami Digital Entertainment,0.02,0.0,0.0,0.0,0.03,,,,,Unknown,Unknown
Saka Agari Hurricane Portable,PSP,2011,Adventure,Alchemist,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Negima!? Dream Tactic Yumemiru Otome Princess,PS2,2007,Strategy,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Rugby League Live,X360,2010,Sports,Home Entertainment Suppliers,0.0,0.02,0.0,0.0,0.03,,,,,Unknown,Unknown
Star Trek: Tactical Assault,PSP,2006,Strategy,Ubisoft,0.02,0.0,0.0,0.0,0.03,64.0,15,7.9,10,Quicksilver Software,Everyone
Cossacks: European Wars,PC,2001,Strategy,Strategy First,0.0,0.02,0.0,0.0,0.03,74.0,16,8.6,60,GSC Game World,Teen
Yuusha Shisu.,PSV,2016,Role-Playing,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
MX vs. ATV Supercross,PS3,2014,Racing,Nordic Games,0.02,0.01,0.0,0.0,0.03,58.0,4,3.5,4,Nordic Games Publishing,Everyone
Dakar 2: The World's Ultimate Rally,GC,2003,Racing,Acclaim Entertainment,0.02,0.01,0.0,0.0,0.03,,,,,Unknown,Unknown
Sengoku Basara: Sanada Yukimura-Den,PS3,2016,Action,Capcom,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Kisuato,PSV,2015,Adventure,TGL,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
NBA 2K7,XB,2006,Sports,Take-Two Interactive,0.02,0.01,0.0,0.0,0.03,83.0,8,8.6,5,"Kush Games, Visual Concepts",Everyone
Auto Modellista,GC,2003,Racing,Capcom,0.02,0.01,0.0,0.0,0.03,62.0,7,,,Capcom,Everyone
"Hanayaka Kana, Ware ga Ichizoku Twin Pack",PSP,2011,Misc,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
1000 Cooking Recipes from ELLE à table,DS,2010,Misc,Nintendo,0.0,0.02,0.0,0.0,0.03,,,,,Unknown,Unknown
Greg Hastings' Tournament Paintball Max'd,GBA,2006,Shooter,Activision,0.02,0.01,0.0,0.0,0.03,,,,,"Machineworks Northwest, WXP",Everyone 10+
Dave Mirra Freestyle BMX 3,GBA,2002,Sports,Acclaim Entertainment,0.02,0.01,0.0,0.0,0.03,78.0,15,,,Full-Fat,Everyone
Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku,PSV,2015,Simulation,FuRyu,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Kintaihi Shounen no Jiken: Kyakusen Eris-Gou no Sangeki,DS,2009,Adventure,Creative Core,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
XBLAZE Code: Embryo,PSV,2013,Adventure,Arc System Works,0.01,0.0,0.01,0.0,0.03,43.0,5,7.4,24,Arc System Works,Mature
Eco Creatures: Save The Forest,DS,2007,Adventure,Rising Star Games,0.03,0.0,0.0,0.0,0.03,55.0,13,,,Headlock,Everyone
Frogger: Ancient Shadow,XB,2005,Platform,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03,47.0,11,,,Hudson Soft,Everyone
Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!,DS,2011,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Dragon Tamer: Sound Spirit,DS,2007,Role-Playing,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Dream Girl Premier,3DS,2015,Misc,Alchemist,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Kiniro no Corda 2 f Encore,PSP,2009,Role-Playing,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
La Pucelle: Ragnarok,PSP,2009,Role-Playing,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Darius II,SAT,1995,Shooter,Taito,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Bleach: Soul Carnival 2,PSP,2009,Fighting,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
ParaParaParadise,PS2,2001,Misc,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Warhammer: Mark of Chaos,PC,2006,Strategy,Deep Silver,0.0,0.02,0.0,0.0,0.03,73.0,32,7.4,57,Black Hole Games,Mature
Tiger & Bunny: On-Air Jack!,PSP,2012,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Eureka Seven AO: Jungfrau no Hanabanatachi,PS3,2012,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%,PS2,2007,Fighting,Banpresto,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Warship Gunner 2,PS2,2006,Simulation,Tecmo Koei,0.01,0.01,0.0,0.0,0.03,62.0,13,8.5,11,Micro Cabin,Teen
Putty Squad,PSV,2013,Platform,System 3,0.01,0.01,0.0,0.01,0.03,,,8.2,6,System 3,Everyone 10+
Gotcha Force,GC,2003,Shooter,Capcom,0.01,0.0,0.01,0.0,0.03,56.0,24,8.2,17,Capcom,Everyone
Driver: Parallel Lines,Wii,2007,Racing,Ubisoft,0.01,0.01,0.0,0.0,0.03,59.0,9,6.0,20,Reflections Interactive,Mature
Battlefield Vietnam,PC,2004,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.03,84.0,48,7.5,133,Digital Illusions,Teen
Rugby League Live,PS3,2010,Sports,Home Entertainment Suppliers,0.0,0.02,0.0,0.01,0.03,,,,,Unknown,Unknown
Secret Files 2: Puritas Cordis,Wii,2009,Adventure,Deep Silver,0.0,0.02,0.0,0.0,0.03,70.0,6,,,Deep Silver,Teen
The Perfect Golf,PS,1995,Sports,Seta Corporation,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Wrestle Kingdom,PS2,2006,Fighting,Yuke's,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Demon Driver: Time to Burn Rubber!,GBA,2003,Racing,Ignition Entertainment,0.02,0.01,0.0,0.0,0.03,,,,,Unknown,Unknown
Dead Rising 2,PS4,2016,Action,Capcom,0.01,0.0,0.01,0.0,0.03,82.0,4,6.6,8,Blue Castle Games,Mature
Mojo!,XB,2003,Puzzle,DreamCatcher Interactive,0.02,0.01,0.0,0.0,0.03,,,,,Unknown,Unknown
Age of Conan: Rise of the Godslayer,PC,2010,Role-Playing,Funcom,0.0,0.02,0.0,0.0,0.03,83.0,14,8.4,52,Funcom,Mature
Infinite Stratos 2: Ignition Hearts,PS3,2014,Adventure,5pb,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Young Justice: Legacy,Wii,2013,Action,Namco Bandai Games,0.0,0.03,0.0,0.0,0.03,,,,,Freedom Factory Studios,Teen
Steins;Gate 0,PS3,2015,Adventure,5pb,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
The Peanuts Movie: Snoopy's Grand Adventure,3DS,2015,Action,Activision,0.0,0.03,0.0,0.0,0.03,,,8.8,4,"Activision, Behaviour Interactive",Everyone
Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,PS2,2006,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Totally Spies! Totally Party,PC,2008,Misc,Ubisoft,0.0,0.02,0.0,0.0,0.03,,,,,Unknown,Unknown
Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku,3DS,2013,Fighting,Arc System Works,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Buffy the Vampire Slayer: Chaos Bleeds,GC,2003,Action,Vivendi Games,0.02,0.01,0.0,0.0,0.03,75.0,18,9.0,9,Eurocom Entertainment Software,Teen
Brothers Conflict: Passion Pink,PSP,2012,Action,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Clannad,X360,2008,Adventure,Prototype,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Kuryuu Youma Gakuenki Recharge,PS2,2006,Adventure,Atlus,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Jet Grind Radio,GBA,2003,Action,Sega,0.02,0.01,0.0,0.0,0.03,74.0,22,9.3,6,Vicarious Visions,Everyone
Rugby Challenge 3,PS3,2016,Sports,Alternative Software,0.0,0.02,0.0,0.0,0.03,,,,,Wicked Witch Software,Unknown
Prince of Persia (2008),PC,2008,Action,Ubisoft,0.0,0.02,0.0,0.0,0.03,,,,,Unknown,Unknown
My Frogger: Toy Trials,DS,2006,Action,Konami Digital Entertainment,0.02,0.0,0.0,0.0,0.03,66.0,10,,,Konami,Everyone
Strike Witches: Aoi no Dengekisen - Shin Taichou Funtousuru!,DS,2009,Action,Russel,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Max Payne 2: The Fall of Max Payne,PC,2003,Shooter,Take-Two Interactive,0.0,0.02,0.0,0.0,0.03,86.0,46,9.0,802,Remedy Entertainment,Mature
Magicka,PC,2011,Role-Playing,Paradox Interactive,0.0,0.02,0.0,0.01,0.03,74.0,44,7.6,602,Arrowhead Game Studios,Teen
Schlag den Raab,PC,2010,Misc,Namco Bandai Games,0.0,0.02,0.0,0.0,0.03,,,,,Unknown,Unknown
Baldur's Gate: Dark Alliance,GBA,2004,Role-Playing,"Destination Software, Inc",0.02,0.01,0.0,0.0,0.03,76.0,17,6.5,11,Magic Pockets,Teen
The Adventures of Lomax,PS,1996,Platform,Psygnosis,0.01,0.01,0.0,0.0,0.03,,,,,Unknown,Unknown
Under the Skin,PS2,2004,Action,Capcom,0.01,0.01,0.0,0.0,0.03,55.0,30,,,Capcom,Teen
Emily Archer and the Curse of Tutankhamun,DS,2011,Adventure,Mastertronic,0.0,0.02,0.0,0.0,0.03,,,,,Mastertronic,Everyone 10+
Kabu Trader Shun,DS,2007,Action,Capcom,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Hermie Hopperhead: Scrap Panic,PS,1995,Platform,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.03,,,,,Unknown,Unknown
Poy Poy,PS,1997,Action,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.03,,,,,Unknown,Unknown
NHL 07,XB,2006,Sports,Electronic Arts,0.02,0.01,0.0,0.0,0.03,75.0,14,7.7,6,EA Sports,Everyone 10+
MX vs. ATV Supercross Encore,XOne,2015,Sports,Nordic Games,0.02,0.0,0.0,0.0,0.03,45.0,4,,,Rainbow Studios,Unknown
AMNESIA World,PSV,2014,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
DrumMania 7th Mix,PS2,2001,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Runabout 3: Neo Age,PS2,2002,Racing,BAM! Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
The Technomancer,XOne,2016,Role-Playing,Focus Home Interactive,0.01,0.01,0.0,0.0,0.03,68.0,12,7.4,55,Spiders,Mature
Resident Evil 5 HD,PS4,2016,Action,Capcom,0.02,0.0,0.0,0.01,0.03,,,,,Unknown,Unknown
Aegis of Earth: Protonovus Assault,PSV,2016,Action,PQube,0.01,0.01,0.0,0.01,0.03,,,8.3,8,Acquire,Teen
Teddy Together,3DS,2016,Simulation,Nintendo,0.0,0.02,0.0,0.0,0.03,,,,,Arika,Unknown
Clannad: Mitsumi Mamoru Sakamichi de - Gekan,PSP,2010,Adventure,Prototype,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Guild Wars: Nightfall,PC,2006,Role-Playing,NCSoft,0.0,0.02,0.0,0.0,0.03,84.0,30,8.7,104,ArenaNet,Teen
NatGeo Challenge! Wild Life,X360,2010,Misc,Black Bean Games,0.0,0.02,0.0,0.0,0.03,,,,,Unknown,Unknown
Archer Maclean Presents: Pool Paradise,GC,2004,Sports,Ignition Entertainment,0.02,0.01,0.0,0.0,0.03,,,,,Unknown,Unknown
Sengoku Efuda Yuugi: Hototogisu Tairan,PSP,2010,Strategy,Irem Software Engineering,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Battlezone,PSP,2006,Shooter,Atari,0.02,0.0,0.0,0.0,0.03,57.0,13,,,Paradigm Entertainment,Everyone 10+
Ookiku Furikabutte: Honto no Ace ni Nareru kamo,DS,2007,Sports,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Medal of Honor: Vanguard,PS2,2007,Shooter,Electronic Arts,0.0,0.0,0.03,0.0,0.03,63.0,29,6.1,34,Electronic Arts,Teen
Touch Shot! Love Application,PS3,2012,Adventure,Compile Heart,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
Nanotek Warrior,PS,1997,Shooter,Virgin Interactive,0.01,0.01,0.0,0.0,0.03,,,,,Unknown,Unknown
Galileo,DS,2008,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,PS4,2015,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,Unknown,Unknown
